5785243,Aberdeen,Mist,2019-01-01 10:02:00
5785657,Anacortes,Haze,2019-01-01 10:35:00
5785868,Arlington,Fog,2019-01-01 10:35:00
5785965,Auburn,Mist,2019-01-01 10:15:00
5786485,Battle Ground,Mist,2019-01-01 10:44:00
5786882,Bellevue,Mist,2019-01-01 09:53:00
5786899,Bellingham,Haze,2019-01-01 10:15:00
5787776,Bonney Lake,Mist,2019-01-01 10:15:00
5787829,Bothell,Fog,2019-01-01 09:53:00
5788054,Bremerton,Mist,2019-01-01 09:56:00
5788516,Burien,Mist,2019-01-01 09:53:00
5788822,Camas,Fog,2019-01-01 10:44:00
5789683,Centralia,Fog,2019-01-01 10:15:00
5790971,Cottage Lake,Fog,2019-01-01 09:53:00
5791159,Covington,Mist,2019-01-01 10:15:00
5792244,Des Moines,Mist,2019-01-01 10:15:00
5793427,Edmonds,Fog,2019-01-01 09:53:00
5793933,Everett,Fog,2019-01-01 09:56:00
5794097,Fairwood,Mist,2019-01-01 09:53:00
5794245,Federal Way,Mist,2019-01-01 10:15:00
5794559,Five Corners,Mist,2019-01-01 10:44:00
5795011,Frederickson,Mist,2019-01-01 10:15:00
5795906,Graham,Mist,2019-01-01 10:15:00
5796984,Hazel Dell,Fog,2019-01-01 10:44:00
5798487,Issaquah,Mist,2019-01-01 09:53:00
5799587,Kenmore,Fog,2019-01-01 09:53:00
5799610,Kennewick,Clouds,2019-01-01 10:55:00
5799625,Kent,Mist,2019-01-01 10:15:00
5799841,Kirkland,Mist,2019-01-01 09:53:00
5800112,Lacey,Mist,2019-01-01 10:15:00
5800317,Lake Stevens,Fog,2019-01-01 09:56:00
5800420,Lakewood,Mist,2019-01-01 10:15:00
5729080,Grants Pass,Drizzle,2019-01-01 10:53:00
5729485,Gresham,Fog,2019-01-01 10:44:00
5730675,Hayesville,Fog,2019-01-01 10:56:00
5731070,Hermiston,Clouds,2019-01-01 10:35:00
5731371,Hillsboro,Mist,2019-01-01 10:34:00
5734711,Keizer,Fog,2019-01-01 10:56:00
5735724,Lake Oswego,Fog,2019-01-01 10:44:00
5736218,Lebanon,Fog,2019-01-01 10:56:00
5736378,Lents,Fog,2019-01-01 10:44:00
5740099,Medford,Mist,2019-01-01 10:53:00
5740900,Milwaukie,Fog,2019-01-01 10:44:00
5742726,Newberg,Mist,2019-01-01 10:34:00
5743731,Oak Grove,Fog,2019-01-01 10:44:00
5744253,Oregon City,Fog,2019-01-01 10:44:00
5745380,Pendleton,Clear,2019-01-01 09:56:00
5746545,Portland,Fog,2019-01-01 10:44:00
5750162,Salem,Fog,2019-01-01 10:53:00
5751632,Sherwood,Fog,2019-01-01 10:53:00
5756758,Tigard,Fog,2019-01-01 10:44:00
5757477,Troutdale,Fog,2019-01-01 10:44:00
5757506,Tualatin,Fog,2019-01-01 10:53:00
5760009,West Linn,Fog,2019-01-01 10:44:00
5761287,Wilsonville,Fog,2019-01-01 10:53:00
5761708,Woodburn,Clear,2019-01-01 10:53:00
5771826,Bountiful,Clear,2019-01-01 10:53:00
5771960,Brigham City,Clear,2019-01-01 10:51:00
5772654,Centerville,Clear,2019-01-01 10:35:00
5772959,Clearfield,Clear,2019-01-01 10:53:00
5773001,Clinton,Clear,2019-01-01 10:35:00
5773304,Cottonwood Heights,Clear,2019-01-01 10:53:00
5774001,Draper,Clear,2019-01-01 10:35:00
5774215,Eagle Mountain,Clear,2019-01-01 10:35:00
5774301,East Millcreek,Clear,2019-01-01 10:53:00
5774662,Farmington,Clear,2019-01-01 10:53:00
5775782,Herriman,Clear,2019-01-01 10:35:00
5775863,Highland,Clear,2019-01-01 10:35:00
5776008,Holladay,Clear,2019-01-01 10:35:00
5776715,Kaysville,Clear,2019-01-01 10:53:00
5776727,Kearns,Clear,2019-01-01 10:53:00
5777107,Layton,Clear,2019-01-01 10:53:00
5777224,Lehi,Clear,2019-01-01 10:35:00
5777544,Logan,Clear,2019-01-01 10:51:00
5777793,Magna,Clear,2019-01-01 10:53:00
5778244,Midvale,Clear,2019-01-01 10:53:00
5778352,Millcreek,Clear,2019-01-01 10:35:00
5778755,Murray,Clear,2019-01-01 10:53:00
5779036,North Ogden,Clear,2019-01-01 10:53:00
5779068,North Salt Lake,Clear,2019-01-01 10:35:00
5779206,Ogden,Clear,2019-01-01 10:51:00
5779334,Orem,Clear,2019-01-01 10:35:00
5779816,Pleasant Grove,Clear,2019-01-01 10:35:00
5780026,Provo,Clear,2019-01-01 10:35:00
5780557,Riverton,Clear,2019-01-01 10:35:00
5780802,Roy,Clear,2019-01-01 10:53:00
5780993,Salt Lake City,Clear,2019-01-01 10:53:00
5781087,Saratoga Springs,Clear,2019-01-01 10:35:00
5781765,South Jordan Heights,Clear,2019-01-01 10:35:00
5781770,South Jordan,Clear,2019-01-01 10:35:00
5781783,South Ogden,Clear,2019-01-01 10:51:00
5781794,South Salt Lake,Clear,2019-01-01 10:35:00
5781860,Spanish Fork,Clear,2019-01-01 10:35:00
5781993,Springville,Clear,2019-01-01 10:35:00
5782391,Syracuse,Clear,2019-01-01 10:35:00
5782476,Taylorsville,Clear,2019-01-01 10:53:00
5783695,Tooele,Clear,2019-01-01 10:35:00
5784549,West Jordan,Clear,2019-01-01 10:35:00
5784607,West Valley City,Clear,2019-01-01 10:53:00
5785243,Aberdeen,Mist,2019-01-01 10:54:00
5785657,Anacortes,Clouds,2019-01-01 10:56:00
5785868,Arlington,Fog,2019-01-01 10:56:00
5785965,Auburn,Mist,2019-01-01 10:53:00
5786485,Battle Ground,Mist,2019-01-01 11:01:00
5786882,Bellevue,Mist,2019-01-01 10:53:00
5786899,Bellingham,Clouds,2019-01-01 10:56:00
5787776,Bonney Lake,Mist,2019-01-01 10:53:00
5787829,Bothell,Fog,2019-01-01 10:53:00
5788054,Bremerton,Mist,2019-01-01 10:53:00
5788516,Burien,Mist,2019-01-01 10:53:00
5788822,Camas,Mist,2019-01-01 11:01:00
5789683,Centralia,Mist,2019-01-01 10:55:00
5790971,Cottage Lake,Fog,2019-01-01 10:53:00
5791159,Covington,Mist,2019-01-01 10:53:00
5792244,Des Moines,Mist,2019-01-01 10:53:00
5793427,Edmonds,Fog,2019-01-01 10:53:00
5793933,Everett,Fog,2019-01-01 10:53:00
5794097,Fairwood,Mist,2019-01-01 10:53:00
5794245,Federal Way,Mist,2019-01-01 10:55:00
5794559,Five Corners,Mist,2019-01-01 11:01:00
5795011,Frederickson,Mist,2019-01-01 10:54:00
5795906,Graham,Mist,2019-01-01 10:55:00
5796984,Hazel Dell,Mist,2019-01-01 11:01:00
5798487,Issaquah,Mist,2019-01-01 10:53:00
5799587,Kenmore,Fog,2019-01-01 10:53:00
5799610,Kennewick,Clouds,2019-01-01 10:55:00
5799625,Kent,Mist,2019-01-01 10:55:00
5799841,Kirkland,Mist,2019-01-01 10:53:00
5800112,Lacey,Mist,2019-01-01 10:55:00
5800317,Lake Stevens,Fog,2019-01-01 10:53:00
5800420,Lakewood,Mist,2019-01-01 10:55:00
5729080,Grants Pass,Drizzle,2019-01-01 11:15:00
5729485,Gresham,Mist,2019-01-01 11:15:00
5730675,Hayesville,Mist,2019-01-01 11:26:00
5731070,Hermiston,Clouds,2019-01-01 11:04:00
5731371,Hillsboro,Mist,2019-01-01 11:15:00
5734711,Keizer,Mist,2019-01-01 11:26:00
5735724,Lake Oswego,Mist,2019-01-01 11:15:00
5736218,Lebanon,Mist,2019-01-01 11:26:00
5736378,Lents,Mist,2019-01-01 11:15:00
5740099,Medford,Mist,2019-01-01 11:15:00
5740900,Milwaukie,Mist,2019-01-01 11:15:00
5742726,Newberg,Mist,2019-01-01 11:15:00
5743731,Oak Grove,Mist,2019-01-01 11:15:00
5744253,Oregon City,Mist,2019-01-01 11:15:00
5745380,Pendleton,Clouds,2019-01-01 10:56:00
5746545,Portland,Mist,2019-01-01 11:15:00
5750162,Salem,Mist,2019-01-01 11:26:00
5751632,Sherwood,Mist,2019-01-01 11:15:00
5756758,Tigard,Mist,2019-01-01 11:15:00
5757477,Troutdale,Mist,2019-01-01 11:15:00
5757506,Tualatin,Mist,2019-01-01 11:15:00
5760009,West Linn,Mist,2019-01-01 11:15:00
5761287,Wilsonville,Mist,2019-01-01 11:15:00
5761708,Woodburn,Clear,2019-01-01 10:56:00
5771826,Bountiful,Clear,2019-01-01 11:15:00
5771960,Brigham City,Clear,2019-01-01 11:15:00
5772654,Centerville,Clear,2019-01-01 11:15:00
5772959,Clearfield,Clear,2019-01-01 11:15:00
5773001,Clinton,Clear,2019-01-01 11:15:00
5773304,Cottonwood Heights,Clear,2019-01-01 11:15:00
5774001,Draper,Clear,2019-01-01 11:15:00
5774215,Eagle Mountain,Clear,2019-01-01 11:15:00
5774301,East Millcreek,Clear,2019-01-01 11:15:00
5774662,Farmington,Clear,2019-01-01 11:15:00
5775782,Herriman,Clear,2019-01-01 11:15:00
5775863,Highland,Clear,2019-01-01 11:15:00
5776008,Holladay,Clear,2019-01-01 11:15:00
5776715,Kaysville,Clear,2019-01-01 11:15:00
5776727,Kearns,Clear,2019-01-01 11:15:00
5777107,Layton,Clear,2019-01-01 11:15:00
5777224,Lehi,Clear,2019-01-01 11:15:00
5777544,Logan,Clear,2019-01-01 11:15:00
5777793,Magna,Clear,2019-01-01 11:15:00
5778244,Midvale,Clear,2019-01-01 11:15:00
5778352,Millcreek,Clear,2019-01-01 11:15:00
5778755,Murray,Clear,2019-01-01 11:15:00
5779036,North Ogden,Clear,2019-01-01 11:15:00
5779068,North Salt Lake,Clouds,2019-01-01 11:15:00
5779206,Ogden,Clear,2019-01-01 11:15:00
5779334,Orem,Clear,2019-01-01 11:15:00
5779816,Pleasant Grove,Clear,2019-01-01 11:15:00
5780026,Provo,Clear,2019-01-01 10:56:00
5780557,Riverton,Clear,2019-01-01 11:15:00
5780802,Roy,Clear,2019-01-01 11:15:00
5780993,Salt Lake City,Clouds,2019-01-01 11:15:00
5781087,Saratoga Springs,Clear,2019-01-01 11:15:00
5781765,South Jordan Heights,Clear,2019-01-01 11:15:00
5781770,South Jordan,Clear,2019-01-01 11:15:00
5781783,South Ogden,Clear,2019-01-01 11:15:00
5781794,South Salt Lake,Clear,2019-01-01 11:15:00
5781860,Spanish Fork,Clear,2019-01-01 10:56:00
5781993,Springville,Clear,2019-01-01 10:56:00
5782391,Syracuse,Clear,2019-01-01 11:15:00
5782476,Taylorsville,Clear,2019-01-01 11:15:00
5783695,Tooele,Clear,2019-01-01 11:15:00
5784549,West Jordan,Clear,2019-01-01 11:15:00
5784607,West Valley City,Clear,2019-01-01 11:15:00
5785243,Aberdeen,Fog,2019-01-01 11:01:00
5785657,Anacortes,Clouds,2019-01-01 11:15:00
5785868,Arlington,Fog,2019-01-01 11:15:00
5785965,Auburn,Clear,2019-01-01 11:15:00
5786485,Battle Ground,Mist,2019-01-01 11:15:00
5786882,Bellevue,Clouds,2019-01-01 10:53:00
5786899,Bellingham,Clear,2019-01-01 11:15:00
5787776,Bonney Lake,Clear,2019-01-01 11:15:00
5787829,Bothell,Fog,2019-01-01 10:53:00
5788054,Bremerton,Clouds,2019-01-01 11:29:00
5788516,Burien,Clouds,2019-01-01 10:53:00
5788822,Camas,Mist,2019-01-01 11:15:00
5789683,Centralia,Fog,2019-01-01 11:15:00
5790971,Cottage Lake,Fog,2019-01-01 10:53:00
5791159,Covington,Clear,2019-01-01 11:15:00
5792244,Des Moines,Clear,2019-01-01 11:15:00
5793427,Edmonds,Fog,2019-01-01 10:53:00
5793933,Everett,Fog,2019-01-01 10:53:00
5794097,Fairwood,Clouds,2019-01-01 10:53:00
5794245,Federal Way,Clear,2019-01-01 11:15:00
5794559,Five Corners,Mist,2019-01-01 11:15:00
5795011,Frederickson,Clear,2019-01-01 11:29:00
5795906,Graham,Clear,2019-01-01 11:29:00
5796984,Hazel Dell,Mist,2019-01-01 11:15:00
5798487,Issaquah,Clouds,2019-01-01 10:53:00
5799587,Kenmore,Fog,2019-01-01 10:53:00
5799610,Kennewick,Clouds,2019-01-01 11:15:00
5799625,Kent,Clear,2019-01-01 11:15:00
5799841,Kirkland,Fog,2019-01-01 10:53:00
5800112,Lacey,Fog,2019-01-01 11:29:00
5800317,Lake Stevens,Fog,2019-01-01 10:53:00
5800420,Lakewood,Fog,2019-01-01 11:29:00
5729080,Grants Pass,Drizzle,2019-01-01 11:15:00
5729485,Gresham,Mist,2019-01-01 11:15:00
5730675,Hayesville,Mist,2019-01-01 11:26:00
5731070,Hermiston,Clouds,2019-01-01 11:04:00
5731371,Hillsboro,Mist,2019-01-01 11:15:00
5734711,Keizer,Mist,2019-01-01 11:26:00
5735724,Lake Oswego,Mist,2019-01-01 11:15:00
5736218,Lebanon,Mist,2019-01-01 11:26:00
5736378,Lents,Mist,2019-01-01 11:15:00
5740099,Medford,Mist,2019-01-01 11:15:00
5740900,Milwaukie,Mist,2019-01-01 11:15:00
5742726,Newberg,Mist,2019-01-01 11:15:00
5743731,Oak Grove,Mist,2019-01-01 11:15:00
5744253,Oregon City,Mist,2019-01-01 11:15:00
5745380,Pendleton,Clouds,2019-01-01 10:56:00
5746545,Portland,Mist,2019-01-01 11:15:00
5750162,Salem,Mist,2019-01-01 11:26:00
5751632,Sherwood,Mist,2019-01-01 11:15:00
5756758,Tigard,Mist,2019-01-01 11:15:00
5757477,Troutdale,Mist,2019-01-01 11:15:00
5757506,Tualatin,Mist,2019-01-01 11:15:00
5760009,West Linn,Mist,2019-01-01 11:15:00
5761287,Wilsonville,Mist,2019-01-01 11:15:00
5761708,Woodburn,Clear,2019-01-01 10:56:00
5771826,Bountiful,Clear,2019-01-01 11:15:00
5771960,Brigham City,Clear,2019-01-01 11:15:00
5772654,Centerville,Clear,2019-01-01 11:15:00
5772959,Clearfield,Clear,2019-01-01 11:15:00
5773001,Clinton,Clear,2019-01-01 11:15:00
5773304,Cottonwood Heights,Clear,2019-01-01 11:35:00
5774001,Draper,Clear,2019-01-01 11:35:00
5774215,Eagle Mountain,Clear,2019-01-01 11:35:00
5774301,East Millcreek,Clear,2019-01-01 11:35:00
5774662,Farmington,Clear,2019-01-01 11:35:00
5775782,Herriman,Clear,2019-01-01 11:15:00
5775863,Highland,Clear,2019-01-01 11:35:00
5776008,Holladay,Clear,2019-01-01 11:35:00
5776715,Kaysville,Clear,2019-01-01 11:35:00
5776727,Kearns,Clear,2019-01-01 11:35:00
5777107,Layton,Clear,2019-01-01 11:35:00
5777224,Lehi,Clear,2019-01-01 11:35:00
5777544,Logan,Clear,2019-01-01 11:15:00
5777793,Magna,Clear,2019-01-01 11:35:00
5778244,Midvale,Clear,2019-01-01 11:35:00
5778352,Millcreek,Clear,2019-01-01 11:35:00
5778755,Murray,Clear,2019-01-01 11:35:00
5779036,North Ogden,Clear,2019-01-01 11:15:00
5779068,North Salt Lake,Clear,2019-01-01 11:35:00
5779206,Ogden,Clear,2019-01-01 11:35:00
5779334,Orem,Clear,2019-01-01 11:35:00
5779816,Pleasant Grove,Clear,2019-01-01 11:35:00
5780026,Provo,Clear,2019-01-01 11:35:00
5780557,Riverton,Clear,2019-01-01 11:35:00
5780802,Roy,Clear,2019-01-01 11:35:00
5780993,Salt Lake City,Clear,2019-01-01 11:35:00
5781087,Saratoga Springs,Clear,2019-01-01 11:35:00
5781765,South Jordan Heights,Clear,2019-01-01 11:35:00
5781770,South Jordan,Clear,2019-01-01 11:35:00
5781783,South Ogden,Clear,2019-01-01 11:35:00
5781794,South Salt Lake,Clear,2019-01-01 11:35:00
5781860,Spanish Fork,Clear,2019-01-01 11:35:00
5781993,Springville,Clear,2019-01-01 11:35:00
5782391,Syracuse,Clear,2019-01-01 11:35:00
5782476,Taylorsville,Clear,2019-01-01 11:35:00
5783695,Tooele,Clear,2019-01-01 11:35:00
5784549,West Jordan,Clear,2019-01-01 11:35:00
5784607,West Valley City,Clear,2019-01-01 11:35:00
5785243,Aberdeen,Mist,2019-01-01 11:33:00
5785657,Anacortes,Clouds,2019-01-01 11:35:00
5785868,Arlington,Fog,2019-01-01 11:35:00
5785965,Auburn,Clear,2019-01-01 11:15:00
5786485,Battle Ground,Mist,2019-01-01 11:15:00
5786882,Bellevue,Clouds,2019-01-01 10:53:00
5786899,Bellingham,Clear,2019-01-01 11:15:00
5787776,Bonney Lake,Clear,2019-01-01 11:15:00
5787829,Bothell,Fog,2019-01-01 10:53:00
5788054,Bremerton,Clouds,2019-01-01 11:29:00
5788516,Burien,Clouds,2019-01-01 10:53:00
5788822,Camas,Mist,2019-01-01 11:15:00
5789683,Centralia,Mist,2019-01-01 11:33:00
5790971,Cottage Lake,Fog,2019-01-01 10:53:00
5791159,Covington,Clear,2019-01-01 11:15:00
5792244,Des Moines,Clear,2019-01-01 11:15:00
5793427,Edmonds,Fog,2019-01-01 10:53:00
5793933,Everett,Fog,2019-01-01 10:53:00
5794097,Fairwood,Clouds,2019-01-01 10:53:00
5794245,Federal Way,Clear,2019-01-01 11:15:00
5794559,Five Corners,Mist,2019-01-01 11:15:00
5795011,Frederickson,Clear,2019-01-01 11:29:00
5795906,Graham,Clear,2019-01-01 11:29:00
5796984,Hazel Dell,Mist,2019-01-01 11:15:00
5798487,Issaquah,Clouds,2019-01-01 10:53:00
5799587,Kenmore,Fog,2019-01-01 10:53:00
5799610,Kennewick,Clouds,2019-01-01 11:55:00
5799625,Kent,Clear,2019-01-01 11:15:00
5799841,Kirkland,Fog,2019-01-01 10:53:00
5800112,Lacey,Mist,2019-01-01 11:33:00
5800317,Lake Stevens,Fog,2019-01-01 10:53:00
5800420,Lakewood,Mist,2019-01-01 11:33:00
5729080,Grants Pass,Drizzle,2019-01-01 11:35:00
5729485,Gresham,Mist,2019-01-01 11:15:00
5730675,Hayesville,Mist,2019-01-01 11:26:00
5731070,Hermiston,Clouds,2019-01-01 11:35:00
5731371,Hillsboro,Mist,2019-01-01 11:15:00
5734711,Keizer,Mist,2019-01-01 11:26:00
5735724,Lake Oswego,Mist,2019-01-01 11:15:00
5736218,Lebanon,Mist,2019-01-01 11:26:00
5736378,Lents,Mist,2019-01-01 11:15:00
5740099,Medford,Mist,2019-01-01 11:35:00
5740900,Milwaukie,Mist,2019-01-01 11:15:00
5742726,Newberg,Mist,2019-01-01 11:15:00
5743731,Oak Grove,Mist,2019-01-01 11:15:00
5744253,Oregon City,Mist,2019-01-01 11:15:00
5745380,Pendleton,Clouds,2019-01-01 10:56:00
5746545,Portland,Mist,2019-01-01 11:15:00
5750162,Salem,Mist,2019-01-01 11:26:00
5751632,Sherwood,Mist,2019-01-01 11:15:00
5756758,Tigard,Mist,2019-01-01 11:15:00
5757477,Troutdale,Mist,2019-01-01 11:15:00
5757506,Tualatin,Mist,2019-01-01 11:15:00
5760009,West Linn,Mist,2019-01-01 11:15:00
5761287,Wilsonville,Mist,2019-01-01 11:15:00
5761708,Woodburn,Clear,2019-01-01 10:56:00
5771826,Bountiful,Clear,2019-01-01 11:35:00
5771960,Brigham City,Clear,2019-01-01 11:51:00
5772654,Centerville,Clear,2019-01-01 11:35:00
5772959,Clearfield,Clear,2019-01-01 11:35:00
5773001,Clinton,Clear,2019-01-01 11:35:00
5773304,Cottonwood Heights,Clear,2019-01-01 11:35:00
5774001,Draper,Clear,2019-01-01 11:35:00
5774215,Eagle Mountain,Clear,2019-01-01 11:35:00
5774301,East Millcreek,Clear,2019-01-01 11:35:00
5774662,Farmington,Clear,2019-01-01 11:35:00
5775782,Herriman,Clear,2019-01-01 11:35:00
5775863,Highland,Clear,2019-01-01 11:35:00
5776008,Holladay,Clear,2019-01-01 11:35:00
5776715,Kaysville,Clear,2019-01-01 11:35:00
5776727,Kearns,Clear,2019-01-01 11:35:00
5777107,Layton,Clear,2019-01-01 11:35:00
5777224,Lehi,Clear,2019-01-01 11:35:00
5777544,Logan,Clear,2019-01-01 11:15:00
5777793,Magna,Clear,2019-01-01 11:35:00
5778244,Midvale,Clear,2019-01-01 11:35:00
5778352,Millcreek,Clear,2019-01-01 11:35:00
5778755,Murray,Clear,2019-01-01 11:35:00
5779036,North Ogden,Clear,2019-01-01 11:15:00
5779068,North Salt Lake,Clear,2019-01-01 11:35:00
5779206,Ogden,Clear,2019-01-01 11:35:00
5779334,Orem,Clear,2019-01-01 11:35:00
5779816,Pleasant Grove,Clear,2019-01-01 11:35:00
5780026,Provo,Clear,2019-01-01 11:35:00
5780557,Riverton,Clear,2019-01-01 11:35:00
5780802,Roy,Clear,2019-01-01 11:35:00
5780993,Salt Lake City,Clear,2019-01-01 11:35:00
5781087,Saratoga Springs,Clear,2019-01-01 11:35:00
5781765,South Jordan Heights,Clear,2019-01-01 11:35:00
5781770,South Jordan,Clear,2019-01-01 11:35:00
5781783,South Ogden,Clear,2019-01-01 11:35:00
5781794,South Salt Lake,Clear,2019-01-01 11:35:00
5781860,Spanish Fork,Clear,2019-01-01 11:35:00
5781993,Springville,Clear,2019-01-01 11:35:00
5782391,Syracuse,Clear,2019-01-01 11:35:00
5782476,Taylorsville,Clear,2019-01-01 11:35:00
5783695,Tooele,Clear,2019-01-01 11:35:00
5784549,West Jordan,Clear,2019-01-01 11:35:00
5784607,West Valley City,Clear,2019-01-01 11:35:00
5785243,Aberdeen,Mist,2019-01-01 11:33:00
5785657,Anacortes,Clouds,2019-01-01 11:35:00
5785868,Arlington,Fog,2019-01-01 11:35:00
5785965,Auburn,Clear,2019-01-01 11:15:00
5786485,Battle Ground,Mist,2019-01-01 11:15:00
5786882,Bellevue,Clouds,2019-01-01 10:53:00
5786899,Bellingham,Clear,2019-01-01 11:15:00
5787776,Bonney Lake,Clear,2019-01-01 11:15:00
5787829,Bothell,Fog,2019-01-01 10:53:00
5788054,Bremerton,Clouds,2019-01-01 11:29:00
5788516,Burien,Clouds,2019-01-01 10:53:00
5788822,Camas,Mist,2019-01-01 11:15:00
5789683,Centralia,Mist,2019-01-01 11:33:00
5790971,Cottage Lake,Fog,2019-01-01 10:53:00
5791159,Covington,Clear,2019-01-01 11:15:00
5792244,Des Moines,Clear,2019-01-01 11:15:00
5793427,Edmonds,Fog,2019-01-01 10:53:00
5793933,Everett,Fog,2019-01-01 10:53:00
5794097,Fairwood,Clouds,2019-01-01 10:53:00
5794245,Federal Way,Clear,2019-01-01 11:15:00
5794559,Five Corners,Mist,2019-01-01 11:15:00
5795011,Frederickson,Clear,2019-01-01 11:29:00
5795906,Graham,Clear,2019-01-01 11:29:00
5796984,Hazel Dell,Mist,2019-01-01 11:15:00
5798487,Issaquah,Clouds,2019-01-01 10:53:00
5799587,Kenmore,Fog,2019-01-01 10:53:00
5799610,Kennewick,Clouds,2019-01-01 11:55:00
5799625,Kent,Clear,2019-01-01 11:15:00
5799841,Kirkland,Fog,2019-01-01 10:53:00
5800112,Lacey,Mist,2019-01-01 11:33:00
5800317,Lake Stevens,Fog,2019-01-01 10:53:00
5800420,Lakewood,Mist,2019-01-01 11:33:00
